CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,36.68,0.00,21.36,0.00,0.00,0.14,41.26,0.00,0.00,99.44,99.43
0,36.68,0.00,21.36,0.00,0.00,0.14,41.26,0.00,0.00,99.44,99.43
